,0,1,2
522,90,4,1
523,91,4,1
524,92,4,0
525,93,4,1
526,94,4,1
527,95,4,0
528,96,4,1
529,97,4,1
530,98,4,1
531,99,4,1
532,100,4,1
533,101,4,0
534,102,4,1
535,103,4,1
536,104,4,1
537,105,4,1
538,106,4,1
539,107,4,1
540,0,5,1
541,1,5,1
542,2,5,1
543,3,5,0
544,4,5,1
545,5,5,1
546,6,5,1
547,7,5,0
548,8,5,1
549,9,5,0
550,10,5,1
551,11,5,1
552,12,5,1
553,13,5,1
554,14,5,1
555,15,5,1
556,16,5,0
557,17,5,0
558,18,5,0
559,19,5,0
560,20,5,0
561,21,5,1
562,22,5,0
563,23,5,0
564,24,5,0
565,25,5,0
566,26,5,1
567,27,5,0
568,28,5,0
569,29,5,0
570,30,5,0
571,31,5,0
572,32,5,0
573,33,5,0
574,34,5,1
575,35,5,1
576,36,5,1
577,37,5,1
578,38,5,0
579,39,5,0
580,40,5,0
581,41,5,0
582,42,5,0
583,43,5,1
584,44,5,1
585,45,5,0
586,46,5,0
587,47,5,0
588,48,5,0
589,49,5,1
590,50,5,1
591,51,5,0
592,52,5,0
593,53,5,1
594,54,5,0
595,55,5,0
596,56,5,1
597,57,5,1
598,58,5,0
599,59,5,0
600,60,5,1
601,61,5,0
602,62,5,1
603,63,5,1
604,64,5,0
605,65,5,0
606,66,5,1
607,67,5,0
608,68,5,0
609,69,5,0
610,70,5,0
611,71,5,0
612,72,5,0
613,73,5,0
614,74,5,0
615,75,5,0
616,76,5,0
617,77,5,0
618,78,5,0
619,79,5,0
620,80,5,0
621,81,5,0
622,82,5,0
623,83,5,0
624,84,5,0
625,85,5,1
626,86,5,1
627,87,5,0
628,88,5,0
629,89,5,0
630,90,5,1
631,91,5,0
632,92,5,0
633,93,5,0
634,94,5,1
635,95,5,0
636,96,5,0
637,97,5,0
638,98,5,0
639,99,5,1
640,100,5,1
641,101,5,0
642,102,5,0
643,103,5,1
644,104,5,1
645,105,5,1
646,106,5,1
647,107,5,0
648,0,6,0
649,1,6,1
650,2,6,0
651,3,6,0
652,4,6,1
653,5,6,0
654,6,6,0
655,7,6,0
656,8,6,0
657,9,6,1
658,10,6,0
659,11,6,1
660,12,6,0
661,13,6,1
662,14,6,0
663,15,6,0
664,16,6,0
665,17,6,0
666,18,6,0
667,19,6,0
668,20,6,1
669,21,6,1
670,22,6,1
671,23,6,0
672,24,6,0
673,25,6,0
674,26,6,1
675,27,6,0
676,28,6,0
677,29,6,0
678,30,6,0
679,31,6,0
680,32,6,1
681,33,6,1
682,34,6,0
683,35,6,1
684,36,6,0
685,37,6,1
686,38,6,1
687,39,6,0
688,40,6,1
689,41,6,1
690,42,6,0
691,43,6,0
692,44,6,0
693,45,6,0
694,46,6,1
695,47,6,1
696,48,6,1
697,49,6,0
698,50,6,0
699,51,6,1
700,52,6,1
701,53,6,0
702,54,6,0
703,55,6,0
704,56,6,0
705,57,6,1
706,58,6,0
707,59,6,0
708,60,6,0
709,61,6,1
710,62,6,0
711,63,6,1
712,64,6,0
713,65,6,1
714,66,6,1
715,67,6,1
716,68,6,0
717,69,6,0
718,70,6,0
719,71,6,1
720,72,6,1
721,73,6,1
722,74,6,1
723,75,6,1
724,76,6,1
725,77,6,1
726,78,6,0
727,79,6,0
728,80,6,0
729,81,6,0
730,82,6,0
731,83,6,1
732,84,6,0
733,85,6,1
734,86,6,0
735,87,6,0
736,88,6,0
737,89,6,0
738,90,6,0
739,91,6,1
740,92,6,0
741,93,6,1
742,94,6,0
743,95,6,0
744,96,6,0
745,97,6,1
746,98,6,0
747,99,6,0
748,100,6,0
749,101,6,0
750,102,6,0
751,103,6,0
752,104,6,1
753,105,6,0
754,106,6,1
755,107,6,1
756,0,7,0
757,1,7,0
758,2,7,0
759,3,7,1
760,4,7,0
761,5,7,0
762,6,7,1
763,7,7,0
764,8,7,0
765,9,7,1
766,10,7,1
767,11,7,1
768,12,7,0
769,13,7,0
770,14,7,0
771,15,7,0
772,16,7,0
773,17,7,1
774,18,7,1
775,19,7,1
776,20,7,0
777,21,7,1
778,22,7,1
779,23,7,0
780,24,7,1
781,25,7,0
782,26,7,0
783,27,7,1
784,28,7,1
785,29,7,1
786,30,7,1
787,31,7,1
788,32,7,1
789,33,7,0
790,34,7,1
791,35,7,0
792,36,7,0
793,37,7,1
794,38,7,0
795,39,7,0
796,40,7,1
797,41,7,0
798,42,7,1
799,43,7,1
800,44,7,0
801,45,7,0
802,46,7,1
803,47,7,1
804,48,7,1
805,49,7,0
806,50,7,1
807,51,7,1
808,52,7,1
809,53,7,1
810,54,7,1
811,55,7,1
812,56,7,0
813,57,7,1
814,58,7,0
815,59,7,0
816,60,7,1
817,61,7,0
818,62,7,1
819,63,7,0
820,64,7,1
821,65,7,1
822,66,7,1
823,67,7,1
824,68,7,1
825,69,7,1
826,70,7,1
827,71,7,1
828,72,7,1
829,73,7,1
830,74,7,0
831,75,7,1
832,76,7,1
833,77,7,1
834,78,7,1
835,79,7,0
836,80,7,0
837,81,7,1
838,82,7,1
839,83,7,0
840,84,7,1
841,85,7,1
842,86,7,1
843,87,7,1
844,88,7,1
845,89,7,1
846,90,7,0
847,91,7,1
848,92,7,1
849,93,7,1
850,94,7,1
851,95,7,1
852,96,7,1
853,97,7,1
854,98,7,0
855,99,7,0
856,100,7,0
857,101,7,0
858,102,7,0
859,103,7,1
860,104,7,1
861,105,7,1
862,106,7,1
863,107,7,0
864,0,8,0
865,1,8,0
866,2,8,0
867,3,8,0
868,4,8,0
869,5,8,0
870,6,8,0
871,7,8,0
872,8,8,0
873,9,8,0
874,10,8,0
875,11,8,0
876,12,8,0
877,13,8,0
878,14,8,0
879,15,8,0
880,16,8,0
881,17,8,0
882,18,8,0
883,19,8,0
884,20,8,0
885,21,8,0
886,22,8,0
887,23,8,0
888,24,8,0
889,25,8,0
890,26,8,0
891,27,8,1
892,28,8,1
893,29,8,0
894,30,8,1
895,31,8,1
896,32,8,0
897,33,8,0
898,34,8,0
899,35,8,0
900,36,8,0
901,37,8,1
902,38,8,1
903,39,8,0
904,40,8,0
905,41,8,1
906,42,8,1
907,43,8,0
908,44,8,0
909,45,8,0
910,46,8,0
911,47,8,0
912,48,8,0
913,49,8,1
914,50,8,1
915,51,8,0
916,52,8,1
917,53,8,1
918,54,8,1
919,55,8,1
920,56,8,0
921,57,8,1
922,58,8,0
923,59,8,0
924,60,8,1
925,61,8,0
926,62,8,0
927,63,8,0
928,64,8,0
929,65,8,0
930,66,8,1
931,67,8,1
932,68,8,0
933,69,8,0
934,70,8,0
935,71,8,0
936,72,8,1
937,73,8,1
938,74,8,0
939,75,8,0
940,76,8,1
941,77,8,0
942,78,8,0
943,79,8,0
944,80,8,0
945,81,8,1
946,82,8,0
947,83,8,0
948,84,8,0
949,85,8,0
950,86,8,1
951,87,8,1
952,88,8,1
953,89,8,0
954,90,8,1
955,91,8,0
956,92,8,0
957,93,8,0
958,94,8,1
959,95,8,0
960,96,8,0
961,97,8,1
962,98,8,0
963,99,8,0
964,100,8,0
965,101,8,0
966,102,8,0
967,103,8,0
968,104,8,0
969,105,8,0
970,106,8,0
971,107,8,1
972,0,9,1
973,1,9,1
974,2,9,1
975,3,9,1
976,4,9,1
977,5,9,1
978,6,9,1
979,7,9,1
980,8,9,1
981,9,9,1
982,10,9,0
983,11,9,1
984,12,9,0
985,13,9,0
986,14,9,1
987,15,9,1
988,16,9,0
989,17,9,1
990,18,9,1
991,19,9,1
992,20,9,1
993,21,9,1
994,22,9,1
995,23,9,1
996,24,9,1
997,25,9,0
998,26,9,1
999,27,9,1
1000,28,9,1
1001,29,9,1
1002,30,9,1
1003,31,9,1
1004,32,9,0
1005,33,9,1
1006,34,9,1
1007,35,9,1
1008,36,9,1
1009,37,9,1
1010,38,9,1
1011,39,9,1
1012,40,9,1
1013,41,9,1
1014,42,9,1
1015,43,9,1
1016,44,9,1
1017,45,9,1
1018,46,9,1
1019,47,9,1
1020,48,9,0
1021,49,9,1
1022,50,9,1
1023,51,9,0
1024,52,9,1
1025,53,9,1
1026,54,9,1
1027,55,9,1
1028,56,9,1
1029,57,9,1
1030,58,9,0
1031,59,9,1
1032,60,9,1
1033,61,9,1
1034,62,9,1
1035,63,9,0
1036,64,9,1
1037,65,9,1
1038,66,9,1
1039,67,9,1
1040,68,9,1
1041,69,9,1
1042,70,9,1
1043,71,9,1
1044,72,9,1
1045,73,9,1
1046,74,9,0
1047,75,9,1
1048,76,9,1
1049,77,9,1
1050,78,9,1
1051,79,9,1
1052,80,9,1
1053,81,9,1
1054,82,9,1
1055,83,9,1
1056,84,9,1
1057,85,9,1
1058,86,9,1
1059,87,9,1
1060,88,9,1
1061,89,9,1
1062,90,9,1
1063,91,9,1
1064,92,9,0
1065,93,9,1
1066,94,9,1
1067,95,9,0
1068,96,9,1
1069,97,9,1
1070,98,9,1
1071,99,9,1
1072,100,9,1
1073,101,9,1
1074,102,9,1
1075,103,9,1
1076,104,9,1
1077,105,9,1
1078,106,9,1
1079,107,9,1
1080,0,10,0
1081,1,10,0
1082,2,10,0
1083,3,10,0
1084,4,10,1
1085,5,10,1
1086,6,10,0
1087,7,10,0
1088,8,10,0
1089,9,10,0
1090,10,10,0
1091,11,10,0
1092,12,10,0
1093,13,10,0
1094,14,10,0
1095,15,10,0
1096,16,10,0
1097,17,10,0
1098,18,10,1
1099,19,10,0
1100,20,10,0
1101,21,10,0
1102,22,10,1
1103,23,10,0
1104,24,10,1
1105,25,10,0
1106,26,10,0
1107,27,10,1
1108,28,10,1
1109,29,10,1
1110,30,10,0
1111,31,10,0
1112,32,10,0
1113,33,10,0
1114,34,10,0
1115,35,10,0
1116,36,10,0
1117,37,10,0
1118,38,10,0
1119,39,10,0
1120,40,10,1
1121,41,10,0
1122,42,10,0
1123,43,10,0
1124,44,10,0
1125,45,10,0
1126,46,10,0
1127,47,10,0
1128,48,10,1
1129,49,10,0
1130,50,10,0
1131,51,10,0
1132,52,10,0
1133,53,10,0
1134,54,10,0
1135,55,10,0
1136,56,10,0
1137,57,10,0
1138,58,10,1
1139,59,10,0
1140,60,10,1
1141,61,10,1
1142,62,10,1
1143,63,10,0
1144,64,10,0
1145,65,10,1
1146,66,10,1
1147,67,10,0
1148,68,10,0
1149,69,10,1
1150,70,10,1
1151,71,10,0
1152,72,10,1
1153,73,10,0
1154,74,10,0
1155,75,10,1
1156,76,10,1
1157,77,10,1
1158,78,10,0
1159,79,10,0
1160,80,10,0
1161,81,10,0
1162,82,10,1
1163,83,10,0
1164,84,10,0
1165,85,10,1
1166,86,10,0
1167,87,10,0
1168,88,10,0
1169,89,10,1
1170,90,10,0
1171,91,10,0
1172,92,10,1
1173,93,10,1
1174,94,10,0
1175,95,10,0
1176,96,10,1
1177,97,10,1
1178,98,10,0
1179,99,10,0
1180,100,10,0
1181,101,10,0
1182,102,10,0
1183,103,10,0
1184,104,10,0
1185,105,10,0
1186,106,10,0
1187,107,10,0
1188,0,11,1
1189,1,11,0
1190,2,11,0
1191,3,11,0
1192,4,11,1
1193,5,11,1
1194,6,11,1
1195,7,11,1
1196,8,11,0
1197,9,11,0
1198,10,11,1
1199,11,11,0
1200,12,11,0
1201,13,11,0
1202,14,11,0
1203,15,11,0
1204,16,11,0
1205,17,11,0
1206,18,11,1
1207,19,11,0
1208,20,11,0
1209,21,11,1
1210,22,11,1
1211,23,11,1
1212,24,11,1
1213,25,11,0
1214,26,11,0
1215,27,11,0
1216,28,11,1
1217,29,11,0
1218,30,11,1
1219,31,11,0
1220,32,11,0
1221,33,11,0
1222,34,11,1
1223,35,11,0
1224,36,11,0
1225,37,11,0
1226,38,11,0
1227,39,11,0
1228,40,11,1
1229,41,11,0
1230,42,11,1
1231,43,11,0
1232,44,11,0
1233,45,11,1
1234,46,11,1
1235,47,11,1
1236,48,11,0
1237,49,11,0
1238,50,11,0
1239,51,11,0
1240,52,11,1
1241,53,11,0
1242,54,11,0
1243,55,11,1
1244,56,11,0
1245,57,11,1
1246,58,11,1
1247,59,11,0
1248,60,11,1
1249,61,11,0
1250,62,11,1
1251,63,11,0
1252,64,11,0
1253,65,11,1
1254,66,11,1
1255,67,11,1
1256,68,11,1
1257,69,11,1
1258,70,11,0
1259,71,11,0
1260,72,11,0
1261,73,11,1
1262,74,11,0
1263,75,11,0
1264,76,11,1
1265,77,11,0
1266,78,11,0
1267,79,11,0
1268,80,11,1
1269,81,11,1
1270,82,11,0
1271,83,11,0
1272,84,11,1
1273,85,11,1
1274,86,11,0
1275,87,11,0
1276,88,11,1
1277,89,11,1
1278,90,11,0
1279,91,11,0
1280,92,11,0
1281,93,11,0
1282,94,11,1
1283,95,11,0
1284,96,11,1
1285,97,11,1
1286,98,11,0
1287,99,11,0
1288,100,11,1
1289,101,11,0
1290,102,11,0
1291,103,11,0
1292,104,11,0
1293,105,11,0
1294,106,11,1
1295,107,11,0
1296,0,12,0
1297,1,12,0
1298,2,12,0
1299,3,12,0
1300,4,12,1
1301,5,12,1
1302,6,12,0
1303,7,12,0
1304,8,12,0
1305,9,12,0
1306,10,12,1
1307,11,12,0
1308,12,12,0
1309,13,12,0
1310,14,12,0
1311,15,12,0
1312,16,12,0
1313,17,12,0
1314,18,12,1
1315,19,12,0
1316,20,12,0
1317,21,12,0
1318,22,12,1
1319,23,12,1
1320,24,12,1
1321,25,12,0
1322,26,12,0
1323,27,12,1
1324,28,12,1
1325,29,12,1
1326,30,12,1
1327,31,12,0
1328,32,12,0
1329,33,12,0
1330,34,12,0
1331,35,12,0
1332,36,12,0
1333,37,12,0
1334,38,12,0
1335,39,12,0
1336,40,12,1
1337,41,12,0
1338,42,12,1
1339,43,12,0
1340,44,12,0
1341,45,12,0
1342,46,12,1
1343,47,12,1
1344,48,12,0
1345,49,12,0
1346,50,12,1
1347,51,12,0
1348,52,12,1
1349,53,12,0
1350,54,12,0
1351,55,12,0
1352,56,12,0
1353,57,12,0
1354,58,12,0
1355,59,12,1
1356,60,12,1
1357,61,12,0
1358,62,12,1
1359,63,12,0
1360,64,12,1
1361,65,12,1
1362,66,12,1
1363,67,12,1
1364,68,12,1
1365,69,12,1
1366,70,12,1
1367,71,12,1
1368,72,12,1
1369,73,12,1
1370,74,12,0
1371,75,12,1
1372,76,12,1
1373,77,12,1
1374,78,12,1
1375,79,12,0
1376,80,12,0
1377,81,12,1
1378,82,12,1
1379,83,12,0
1380,84,12,1
1381,85,12,0
1382,86,12,0
1383,87,12,0
1384,88,12,1
1385,89,12,1
1386,90,12,0
1387,91,12,0
1388,92,12,0
1389,93,12,1
1390,94,12,1
1391,95,12,1
1392,96,12,1
1393,97,12,1
1394,98,12,0
1395,99,12,0
1396,100,12,0
1397,101,12,0
1398,102,12,0
1399,103,12,1
1400,104,12,0
1401,105,12,0
1402,106,12,1
1403,107,12,0
1404,0,13,1
1405,1,13,0
1406,2,13,0
1407,3,13,0
1408,4,13,0
1409,5,13,0
1410,6,13,1
1411,7,13,0
1412,8,13,0
1413,9,13,0
1414,10,13,0
1415,11,13,0
1416,12,13,0
1417,13,13,0
1418,14,13,0
1419,15,13,0
1420,16,13,0
1421,17,13,1
1422,18,13,0
1423,19,13,0
1424,20,13,0
1425,21,13,0
1426,22,13,0
1427,23,13,0
1428,24,13,0
1429,25,13,0
1430,26,13,0
1431,27,13,0
1432,28,13,1
1433,29,13,0
1434,30,13,0
1435,31,13,0
1436,32,13,1
1437,33,13,0
1438,34,13,0
1439,35,13,0
1440,36,13,0
1441,37,13,0
1442,38,13,0
1443,39,13,1
1444,40,13,1
1445,41,13,0
1446,42,13,0
1447,43,13,0
1448,44,13,0
1449,45,13,0
1450,46,13,0
1451,47,13,1
1452,48,13,0
1453,49,13,0
1454,50,13,1
1455,51,13,0
1456,52,13,0
1457,53,13,0
1458,54,13,0
1459,55,13,0
1460,56,13,0
1461,57,13,0
1462,58,13,0
1463,59,13,0
1464,60,13,0
1465,61,13,0
1466,62,13,0
1467,63,13,0
1468,64,13,0
1469,65,13,0
1470,66,13,0
1471,67,13,0
1472,68,13,0
1473,69,13,0
1474,70,13,0
1475,71,13,0
1476,72,13,0
1477,73,13,0
1478,74,13,0
1479,75,13,0
1480,76,13,1
1481,77,13,0
1482,78,13,0
1483,79,13,0
1484,80,13,0
1485,81,13,0
1486,82,13,0
1487,83,13,0
1488,84,13,0
1489,85,13,1
1490,86,13,0
1491,87,13,0
1492,88,13,0
1493,89,13,0
1494,90,13,0
1495,91,13,0
1496,92,13,0
1497,93,13,0
1498,94,13,0
1499,95,13,0
1500,96,13,0
1501,97,13,0
1502,98,13,0
1503,99,13,0
1504,100,13,0
1505,101,13,0
1506,102,13,0
1507,103,13,0
1508,104,13,0
1509,105,13,0
1510,106,13,0
1511,107,13,0
1512,0,14,0
1513,1,14,0
1514,2,14,0
1515,3,14,0
1516,4,14,0
1517,5,14,0
1518,6,14,1
1519,7,14,0
1520,8,14,0
1521,9,14,0
1522,10,14,1
1523,11,14,0
1524,12,14,0
1525,13,14,0
1526,14,14,0
1527,15,14,0
1528,16,14,0
1529,17,14,1
1530,18,14,0
1531,19,14,0
1532,20,14,0
1533,21,14,0
1534,22,14,0
1535,23,14,0
1536,24,14,0
1537,25,14,0
1538,26,14,0
1539,27,14,0
1540,28,14,1
1541,29,14,0
1542,30,14,1
1543,31,14,0
1544,32,14,0
1545,33,14,0
1546,34,14,0
1547,35,14,0
1548,36,14,0
1549,37,14,0
1550,38,14,0
1551,39,14,0
1552,40,14,0
1553,41,14,0
1554,42,14,1
1555,43,14,0
1556,44,14,0
1557,45,14,0
1558,46,14,0
1559,47,14,1
1560,48,14,0
1561,49,14,0
1562,50,14,0
1563,51,14,0
1564,52,14,0
1565,53,14,0
1566,54,14,0
1567,55,14,0
1568,56,14,0
1569,57,14,1
1570,58,14,0
1571,59,14,0
1572,60,14,0
1573,61,14,0
1574,62,14,1
1575,63,14,0
1576,64,14,0
1577,65,14,0
1578,66,14,1
1579,67,14,0
1580,68,14,0
1581,69,14,1
1582,70,14,0
1583,71,14,0
1584,72,14,0
1585,73,14,0
1586,74,14,0
1587,75,14,0
1588,76,14,1
1589,77,14,1
1590,78,14,1
1591,79,14,0
1592,80,14,0
1593,81,14,0
1594,82,14,0
1595,83,14,0
1596,84,14,0
1597,85,14,0
1598,86,14,0
1599,87,14,0
1600,88,14,1
1601,89,14,0
1602,90,14,0
1603,91,14,0
1604,92,14,0
1605,93,14,1
1606,94,14,0
1607,95,14,0
1608,96,14,0
1609,97,14,1
1610,98,14,0
1611,99,14,0
1612,100,14,0
1613,101,14,0
1614,102,14,0
1615,103,14,1
1616,104,14,0
1617,105,14,0
1618,106,14,1
1619,107,14,0
1620,0,15,0
1621,1,15,0
1622,2,15,0
1623,3,15,0
1624,4,15,1
1625,5,15,1
1626,6,15,0
1627,7,15,0
1628,8,15,0
1629,9,15,0
1630,10,15,1
1631,11,15,0
1632,12,15,0
1633,13,15,0
1634,14,15,0
1635,15,15,0
1636,16,15,0
1637,17,15,0
1638,18,15,0
1639,19,15,0
1640,20,15,0
1641,21,15,1
1642,22,15,1
1643,23,15,0
1644,24,15,1
1645,25,15,0
1646,26,15,0
1647,27,15,1
1648,28,15,1
1649,29,15,0
1650,30,15,1
1651,31,15,0
1652,32,15,0
1653,33,15,0
1654,34,15,1
1655,35,15,0
1656,36,15,1
1657,37,15,0
1658,38,15,0
1659,39,15,0
1660,40,15,1
1661,41,15,0
1662,42,15,1
1663,43,15,0
1664,44,15,0
