,0,1,2
163,16,15,3
164,16,19,3
165,16,41,3
166,16,43,3
167,16,20,2
168,16,56,2
169,17,41,1
170,17,0,1
171,17,38,1
172,17,24,1
173,17,15,1
174,17,16,1
175,17,6,1
176,17,59,1
177,17,10,1
178,17,52,1
179,18,14,0
180,18,9,0
181,18,0,0
182,18,51,0
183,18,29,0
184,18,6,0
185,18,53,0
186,18,10,0
187,18,32,0
188,18,11,0
189,19,10,0
190,19,8,0
191,19,34,1
192,19,45,1
193,19,12,1
194,19,21,1
195,19,6,1
196,19,53,0
197,19,14,0
198,19,59,1
199,20,48,2
200,20,41,3
201,20,-1,2
202,20,45,3
203,20,21,3
204,20,38,3
205,20,-1,2
206,20,14,2
207,20,12,2
208,20,32,3
209,21,10,3
210,21,8,3
211,21,15,3
212,21,6,3
213,21,54,2
214,21,20,3
215,21,33,1
216,21,21,3
217,21,53,2
218,21,19,3
219,22,46,0
220,22,13,0
221,22,37,0
222,22,0,1
223,22,-1,0
224,22,10,0
225,22,7,0
226,22,53,0
227,22,34,0
228,22,18,0
229,23,47,1
230,23,51,1
231,23,23,2
232,23,60,0
233,23,35,1
234,23,10,1
235,23,-1,0
236,23,21,0
237,23,52,1
238,23,45,1
239,24,-1,2
240,24,48,3
241,24,0,3
242,24,20,3
243,24,56,2
244,24,42,3
245,24,7,3
246,24,32,3
247,24,-1,3
248,24,6,2
249,25,1,3
250,25,29,3
251,25,47,3
252,25,51,3
253,25,32,3
254,25,45,3
255,25,18,3
256,25,56,2
257,25,20,3
258,25,14,3
259,26,-1,3
260,26,0,3
261,26,-1,2
262,26,10,3
263,26,23,3
264,26,50,3
265,26,54,2
266,26,21,3
267,26,32,3
268,26,6,3
269,27,11,0
270,27,0,2
271,27,25,2
272,27,18,2
273,27,10,2
274,27,17,2
275,27,38,2
276,27,41,2
277,27,27,1
278,27,49,2
279,28,9,3
280,28,0,3
281,28,-1,3
282,28,29,3
283,28,45,3
284,28,54,3
285,28,10,3
286,28,33,1
287,28,58,3
288,28,32,3
289,29,0,0
290,29,29,0
291,29,33,0
292,29,25,1
293,29,18,1
294,29,2,1
295,29,20,0
296,29,39,1
297,29,7,0
298,29,57,1
299,30,46,2
300,30,13,3
301,30,10,2
302,30,12,2
303,30,7,2
304,30,6,3
305,30,29,3
306,30,33,2
307,30,41,2
308,30,18,2
309,31,8,1
310,31,23,1
311,31,41,1
312,31,12,1
313,31,6,1
314,31,25,1
315,31,32,1
316,31,-1,1
317,31,29,1
318,31,33,0
319,32,17,0
320,32,56,1
321,32,6,0
322,32,23,1
323,32,14,1
324,32,0,0
325,32,8,1
326,32,39,1
327,32,19,0
328,32,32,1
329,33,13,1
330,33,14,1
331,33,22,1
332,33,0,0
333,33,11,0
334,33,51,0
335,33,29,1
336,33,10,1
337,33,12,0
338,33,33,1
339,34,34,3
340,34,-1,3
341,34,1,3
342,34,23,3
343,34,21,3
344,34,51,3
345,34,54,2
346,34,24,2
347,34,11,3
348,34,18,2
349,35,9,3
350,35,14,3
351,35,68,3
352,35,23,3
353,35,35,2
354,35,-1,3
355,35,26,3
356,35,37,3
357,35,49,3
358,35,45,3
359,36,21,3
360,36,29,2
361,36,38,3
362,36,14,3
363,36,56,2
364,36,26,3
365,36,40,3
366,36,27,2
367,36,2,3
368,36,33,3
369,37,8,3
370,37,29,2
371,37,59,2
372,37,17,2
373,37,32,2
374,37,0,2
375,37,15,3
376,37,14,3
377,37,27,2
378,37,20,2
379,38,-1,3
380,38,2,3
381,38,21,2
382,38,5,2
383,38,18,2
384,38,6,2
385,38,10,3
386,38,39,3
387,38,23,3
388,38,20,3
389,39,35,2
390,39,7,2
391,39,15,2
392,39,21,2
393,39,17,2
394,39,39,2
395,39,25,2
396,39,27,2
397,39,10,2
398,39,-1,2
399,40,-1,2
400,40,-1,2
401,40,47,2
402,40,13,2
403,40,33,2
404,40,14,2
405,40,29,2
406,40,32,2
407,40,28,2
408,40,70,2
409,41,14,1
410,41,8,1
411,41,13,0
412,41,33,1
413,41,38,0
414,41,41,0
415,41,63,0
416,41,56,1
417,41,9,0
418,41,7,1
419,42,47,3
420,42,46,3
421,42,54,3
422,42,45,3
423,42,32,3
424,42,29,3
425,42,23,3
426,42,6,3
427,42,18,3
428,42,41,3
429,43,20,2
430,43,33,2
431,43,35,2
432,43,41,1
433,43,18,2
434,43,6,2
435,43,19,2
436,43,32,2
437,43,11,2
438,43,64,2
439,44,-1,0
440,44,29,1
441,44,65,0
442,44,0,1
443,44,14,1
444,44,51,0
445,44,6,0
446,44,18,1
447,44,37,0
448,44,7,0
449,45,14,0
450,45,13,0
451,45,35,0
452,45,-1,1
453,45,41,0
454,45,21,0
455,45,4,0
456,45,38,0
457,45,45,0
458,45,6,0
459,46,8,1
460,46,47,0
461,46,38,1
462,46,32,1
463,46,24,1
464,46,29,1
465,46,2,0
466,46,15,1
467,46,6,1
468,46,53,1
469,47,10,2
470,47,29,2
471,47,32,2
472,47,33,2
473,47,59,2
474,47,39,2
475,47,21,2
476,47,45,2
477,47,0,2
478,47,11,3
479,48,48,2
480,48,-1,2
481,48,23,2
482,48,-1,3
483,48,6,3
484,48,0,2
485,48,26,2
486,48,14,2
487,48,33,2
488,48,71,2
489,49,33,1
490,49,41,0
491,49,65,0
492,49,48,1
493,49,5,1
494,49,35,1
495,49,21,1
496,49,29,1
497,49,6,1
498,49,25,1
499,50,21,3
500,50,22,3
501,50,23,3
502,50,38,3
503,50,15,3
504,50,-1,2
505,50,6,3
506,50,37,2
507,50,56,2
508,50,52,2
509,51,8,2
510,51,1,2
511,51,10,2
512,51,37,2
513,51,54,2
514,51,38,2
515,51,9,2
516,51,45,2
517,51,40,2
518,51,18,2
519,52,14,0
520,52,59,1
521,52,54,0
522,52,33,1
523,52,35,1
524,52,45,1
525,52,15,0
526,52,48,0
527,52,10,1
528,52,27,1
529,53,21,1
530,53,32,0
531,53,5,1
532,53,14,0
533,53,41,0
534,53,33,0
535,53,9,0
536,53,0,1
537,53,6,0
538,53,26,1
539,54,33,2
540,54,9,3
541,54,-1,3
542,54,-1,3
543,54,11,3
544,54,1,3
545,54,32,3
546,54,41,3
547,54,0,2
548,54,34,3
549,55,-1,0
550,55,9,1
551,55,34,1
552,55,20,0
553,55,2,1
554,55,6,1
555,55,35,1
556,55,39,1
557,55,33,0
558,55,43,1
559,56,13,0
560,56,41,3
561,56,47,3
562,56,-1,3
563,56,2,3
564,56,35,2
565,56,50,2
566,56,5,2
567,56,43,2
568,56,45,3
569,57,35,2
570,57,20,3
571,57,54,2
572,57,10,3
573,57,6,3
574,57,18,3
575,57,23,3
576,57,34,3
577,57,26,3
578,57,64,3
579,58,48,1
580,58,7,1
581,58,23,0
582,58,5,1
583,58,39,1
584,58,24,1
585,58,21,1
586,58,49,1
587,58,51,1
588,58,8,1
589,59,-1,2
590,59,37,3
591,59,78,3
592,59,9,3
593,59,0,2
594,59,32,3
595,59,6,3
596,59,51,2
597,59,52,3
598,59,48,3
599,60,38,3
600,60,41,3
601,60,21,3
602,60,60,3
603,60,-1,3
604,60,10,3
605,60,61,3
606,60,33,3
607,60,49,2
608,60,17,3
609,61,79,0
610,61,37,0
611,61,74,0
612,61,32,0
613,61,10,1
614,61,-1,1
615,61,7,0
616,61,4,0
617,61,59,0
618,61,40,0
619,62,-1,0
620,62,38,1
621,62,-1,1
622,62,35,1
623,62,0,1
624,62,53,1
625,62,41,0
626,62,17,0
627,62,32,0
628,62,-1,0
629,63,81,2
630,63,37,2
631,63,10,2
632,63,45,2
633,63,38,2
634,63,-1,3
635,63,21,2
636,63,33,2
637,63,53,2
638,63,27,2
639,64,53,3
640,64,13,3
641,64,38,3
642,64,32,3
643,64,24,2
644,64,39,3
645,64,37,3
646,64,0,3
647,64,2,3
648,64,34,3
649,65,66,2
650,65,23,2
651,65,10,3
652,65,-1,3
653,65,37,3
654,65,54,2
655,65,14,2
656,65,21,2
657,65,45,3
658,65,6,3
659,66,34,2
660,66,53,2
661,66,8,2
662,66,5,2
663,66,6,2
664,66,10,2
665,66,41,2
666,66,60,2
667,66,71,2
668,66,20,2
669,67,10,1
670,67,34,0
671,67,29,1
672,67,24,0
673,67,25,0
674,67,37,0
675,67,17,0
676,67,53,0
677,67,18,0
678,67,39,0
679,68,68,2
680,68,-1,1
681,68,10,2
682,68,21,2
683,68,38,2
684,68,15,2
685,68,32,2
686,68,33,2
687,68,56,2
688,68,2,1
689,69,29,2
690,69,18,2
691,69,53,2
692,69,15,2
693,69,7,2
694,69,26,2
695,69,56,2
696,69,20,2
697,69,23,2
698,69,64,2
699,70,13,2
700,70,10,2
701,70,12,2
702,70,52,2
703,70,45,2
704,70,53,2
705,70,64,2
706,70,32,2
707,70,33,2
708,70,49,2
709,71,14,3
710,71,35,2
711,71,1,3
712,71,38,3
713,71,5,3
714,71,33,3
715,71,41,3
716,71,6,2
717,71,29,2
718,71,53,3
719,72,13,1
720,72,35,1
721,72,14,0
722,72,10,2
723,72,6,1
724,72,51,1
725,72,18,0
726,72,0,1
727,72,33,0
728,72,38,1
729,73,35,1
730,73,23,1
731,73,37,1
732,73,29,1
733,73,33,1
734,73,-1,1
735,73,42,1
736,73,27,1
737,73,20,1
738,73,18,1
739,74,13,3
740,74,50,3
741,74,54,3
742,74,21,3
743,74,38,3
744,74,32,3
745,74,15,3
746,74,2,3
747,74,41,3
748,74,12,3
749,75,66,3
750,75,35,2
751,75,30,3
752,75,12,3
753,75,0,3
754,75,20,3
755,75,15,3
756,75,10,3
757,75,14,3
758,75,42,3
759,76,8,2
760,76,48,2
761,76,32,3
762,76,50,3
763,76,45,3
764,76,14,3
765,76,21,3
766,76,10,3
767,76,61,3
768,76,26,3
769,77,13,3
770,77,14,3
771,77,18,2
772,77,19,3
773,77,7,3
774,77,28,2
775,77,41,3
776,77,6,3
777,77,27,2
778,77,20,3
779,78,8,2
780,78,68,2
781,78,54,2
782,78,21,2
783,78,26,2
784,78,20,3
785,78,42,2
786,78,18,2
787,78,58,2
788,78,14,2
789,79,14,0
790,79,-1,1
791,79,18,1
792,79,16,0
793,79,-1,0
794,79,2,0
795,79,6,1
796,79,23,0
797,79,51,0
798,79,56,1
799,80,9,1
800,80,83,0
801,80,65,0
802,80,29,0
803,80,13,1
804,80,75,0
805,80,37,1
806,80,39,1
807,80,35,1
808,80,12,1
809,81,38,2
810,81,59,2
811,81,0,2
812,81,6,2
813,81,18,2
814,81,20,2
815,81,33,3
816,81,67,2
817,81,27,2
818,81,-1,2
819,82,75,1
820,82,-1,0
821,82,-1,1
822,82,14,0
823,82,24,0
824,82,10,1
825,82,7,0
826,82,8,0
827,82,18,0
828,82,19,0
829,83,13,0
830,83,20,0
831,83,38,0
832,83,54,1
833,83,11,0
834,83,14,0
835,83,15,0
836,83,33,0
837,83,18,0
838,83,23,0
839,84,8,1
840,84,25,1
841,84,18,1
842,84,29,1
843,84,10,1
844,84,6,1
845,84,41,1
846,84,59,1
847,84,71,1
848,84,0,1
849,85,61,0
850,85,56,1
851,85,9,0
852,85,32,0
853,85,25,0
854,85,18,0
855,85,71,0
856,85,23,0
857,85,14,0
858,85,24,1
859,86,11,1
860,86,41,1
861,86,13,1
862,86,37,1
863,86,29,1
864,86,5,1
865,86,26,1
866,86,67,1
867,86,14,0
868,86,32,1
869,87,14,0
870,87,13,1
871,87,7,0
872,87,17,1
873,87,35,1
874,87,6,1
875,87,49,1
876,87,53,1
877,87,19,1
878,87,40,1
879,88,46,0
880,88,14,0
881,88,33,0
882,88,29,0
883,88,56,0
884,88,59,0
885,88,10,0
886,88,20,1
887,88,57,0
888,88,32,0
889,89,48,1
890,89,46,1
891,89,-1,0
892,89,47,0
893,89,10,0
894,89,1,0
895,89,75,0
896,89,34,0
897,89,13,0
898,89,0,0
899,90,79,1
900,90,54,1
901,90,20,0
902,90,0,1
903,90,2,1
904,90,29,1
905,90,28,1
906,90,33,1
907,90,27,2
908,90,18,1
909,91,11,0
910,91,33,1
911,91,6,0
912,91,32,1
913,91,2,1
914,91,21,0
915,91,56,1
916,91,10,1
917,91,45,0
918,91,41,1
919,92,59,3
920,92,9,2
921,92,75,3
922,92,54,2
923,92,45,3
924,92,37,2
925,92,7,3
926,92,51,3
927,92,32,3
928,92,18,3
929,93,75,3
930,93,10,3
931,93,12,2
932,93,21,3
933,93,55,3
934,93,33,3
935,93,49,3
936,93,29,3
937,93,43,2
938,93,7,3
939,94,13,0
940,94,7,1
941,94,65,1
942,94,10,1
943,94,0,1
944,94,20,1
945,94,6,0
946,94,42,1
947,94,-1,1
948,94,18,0
949,95,46,2
950,95,81,3
951,95,0,2
952,95,47,2
953,95,33,3
954,95,7,3
955,95,23,3
956,95,12,2
957,95,2,2
958,95,17,2
959,96,35,0
960,96,13,1
961,96,12,1
962,96,7,0
963,96,88,1
964,96,37,1
965,96,41,1
966,96,60,0
967,96,29,0
968,96,15,1
969,97,9,2
970,97,66,2
971,97,77,2
972,97,33,2
973,97,12,2
974,97,0,2
975,97,42,2
976,97,5,2
977,97,53,2
978,97,56,2
979,98,10,0
980,98,33,0
981,98,35,0
982,98,0,1
983,98,34,0
984,98,20,1
985,98,55,1
986,98,19,0
987,98,71,0
988,98,18,0
989,99,13,0
990,99,47,0
991,99,1,0
992,99,7,0
993,99,54,1
994,99,10,1
995,99,59,0
996,99,0,1
997,99,24,1
998,99,32,0
999,100,73,0
1000,100,53,2
1001,100,34,2
1002,100,33,2
1003,100,25,2
1004,100,0,2
1005,100,15,2
1006,100,21,2
1007,100,45,2
1008,100,32,2
1009,101,13,1
1010,101,29,1
1011,101,12,1
1012,101,48,1
1013,101,6,1
1014,101,58,1
1015,101,25,1
1016,101,32,1
1017,101,26,0
1018,101,71,0
1019,102,47,1
1020,102,29,3
1021,102,38,1
1022,102,10,1
1023,102,59,1
1024,102,60,1
1025,102,14,0
1026,102,19,1
1027,102,23,1
1028,102,53,1
1029,103,7,3
1030,103,20,2
1031,103,11,2
1032,103,54,2
1033,103,23,2
1034,103,3,2
1035,103,18,2
1036,103,64,2
1037,103,70,3
1038,103,40,3
1039,104,8,0
1040,104,32,1
1041,104,54,1
1042,104,20,1
1043,104,51,1
1044,104,18,1
1045,104,27,1
1046,104,56,1
1047,104,29,1
1048,104,6,1
1049,105,59,3
1050,105,54,2
1051,105,53,3
1052,105,13,3
1053,105,41,3
1054,105,35,2
1055,105,52,3
1056,105,6,3
1057,105,0,2
1058,105,40,3
1059,106,8,3
1060,106,2,2
1061,106,51,3
1062,106,0,2
1063,106,32,3
1064,106,38,2
1065,106,20,2
1066,106,39,3
1067,106,18,2
1068,106,34,2
1069,107,10,3
1070,107,9,0
1071,107,38,0
1072,107,51,0
1073,107,15,1
1074,107,18,1
1075,107,6,0
1076,107,34,0
1077,107,40,0
1078,107,23,0
1079,108,76,3
1080,108,38,1
1081,108,32,1
1082,108,-1,1
1083,108,0,0
1084,108,45,1
1085,108,42,0
1086,108,12,1
1087,108,33,0
1088,108,19,1
1089,109,13,3
1090,109,54,2
1091,109,53,2
1092,109,33,2
1093,109,20,2
1094,109,59,2
1095,109,43,3
1096,109,19,2
1097,109,6,2
1098,109,0,2
1099,110,10,3
1100,110,33,2
1101,110,0,2
1102,110,74,3
1103,110,25,3
1104,110,7,3
1105,110,39,2
1106,110,12,3
1107,110,58,3
1108,110,20,3
1109,111,48,0
1110,111,8,0
1111,111,34,0
1112,111,15,0
1113,111,10,0
1114,111,39,1
1115,111,2,0
1116,111,19,0
1117,111,6,0
1118,111,18,0
1119,112,21,3
1120,112,13,3
1121,112,-1,3
1122,112,9,3
1123,112,35,2
1124,112,50,3
1125,112,0,3
1126,112,18,3
1127,112,71,3
1128,112,52,3
1129,113,10,3
1130,113,9,2
1131,113,20,2
1132,113,3,2
1133,113,21,2
1134,113,45,2
1135,113,34,2
1136,113,23,2
1137,113,11,2
1138,113,18,2
1139,114,13,2
1140,114,0,2
1141,114,10,2
1142,114,39,2
1143,114,52,2
1144,114,9,2
1145,114,49,2
1146,114,6,3
1147,114,51,2
1148,114,18,2
1149,115,13,3
1150,115,33,2
1151,115,9,3
1152,115,38,3
1153,115,10,3
1154,115,11,2
1155,115,59,0
1156,115,21,3
1157,115,45,3
1158,115,15,3
1159,116,47,2
1160,116,9,3
1161,116,10,2
1162,116,45,3
1163,116,61,2
1164,116,38,2
1165,116,6,2
1166,116,3,3
1167,116,26,3
1168,116,15,3
1169,117,21,3
1170,117,14,2
1171,117,32,3
1172,117,13,3
1173,117,18,3
1174,117,51,3
1175,117,5,3
1176,117,23,3
1177,117,26,3
1178,117,27,2
1179,118,35,0
1180,118,29,0
1181,118,30,1
1182,118,65,0
1183,118,37,0
1184,118,32,0
1185,118,14,0
1186,118,33,0
1187,118,6,0
1188,118,9,0
1189,119,23,2
1190,119,29,0
1191,119,43,0
1192,119,27,0
1193,119,33,0
1194,119,7,0
1195,119,6,0
1196,119,26,0
1197,119,61,0
1198,119,45,0
1199,120,70,0
1200,120,34,0
1201,120,38,0
1202,120,11,1
1203,120,32,0
1204,120,35,0
1205,120,7,0
1206,120,45,0
1207,120,10,1
1208,120,40,0
1209,121,73,0
1210,121,20,2
1211,121,2,2
1212,121,41,2
1213,121,23,2
1214,121,26,2
1215,121,18,2
1216,121,39,2
1217,121,70,2
1218,121,45,2
1219,122,-1,3
1220,122,14,2
1221,122,24,2
1222,122,50,2
1223,122,48,2
1224,122,35,2
1225,122,33,2
1226,122,0,2
1227,122,29,2
1228,122,19,2
1229,123,21,3
1230,123,23,2
1231,123,13,2
1232,123,17,2
1233,123,34,3
1234,123,33,2
1235,123,38,3
1236,123,54,2
1237,123,6,3
1238,123,19,3
1239,124,79,0
1240,124,13,0
1241,124,12,0
1242,124,20,2
1243,124,14,0
1244,124,37,0
1245,124,48,0
1246,124,28,0
1247,124,26,1
1248,124,45,0
1249,125,8,2
1250,125,14,2
1251,125,13,3
1252,125,37,3
1253,125,17,2
1254,125,45,3
1255,125,6,3
1256,125,53,2
1257,125,64,2
1258,125,20,2
1259,126,29,3
1260,126,-1,3
1261,126,33,3
1262,126,0,2
1263,126,18,2
1264,126,14,3
1265,126,56,2
1266,126,38,3
1267,126,5,3
1268,126,23,3
1269,127,-1,3
1270,127,13,3
1271,127,10,3
1272,127,42,3
1273,127,33,3
1274,127,9,3
1275,127,18,3
1276,127,26,3
1277,127,45,3
1278,127,0,3
1279,128,29,2
1280,128,14,2
1281,128,9,2
1282,128,10,2
1283,128,33,2
1284,128,32,2
1285,128,6,2
1286,128,45,2
1287,128,21,2
1288,128,5,2
1289,129,37,0
1290,129,15,0
1291,129,10,0
1292,129,29,0
1293,129,14,0
1294,129,6,1
1295,129,40,0
1296,129,34,0
1297,129,53,1
1298,129,20,0
1299,130,88,0
1300,130,70,0
1301,130,47,0
1302,130,2,2
1303,130,55,0
1304,130,29,0
1305,130,56,0
1306,130,32,0
1307,130,57,0
1308,130,26,0
1309,131,20,1
1310,131,55,1
1311,131,50,1
1312,131,60,0
1313,131,15,1
1314,131,5,1
1315,131,53,1
1316,131,34,1
1317,131,33,1
1318,131,26,0
1319,132,81,1
1320,132,14,1
1321,132,59,1
1322,132,74,1
1323,132,0,1
1324,132,33,1
1325,132,29,1
1326,132,41,1
1327,132,9,1
1328,132,61,1
1329,133,-1,3
1330,133,14,3
1331,133,23,3
1332,133,2,3
1333,133,56,2
1334,133,19,3
1335,133,6,3
1336,133,45,3
1337,133,10,3
1338,133,59,2
1339,134,9,2
1340,134,33,2
1341,134,0,3
1342,134,23,2
1343,134,51,3
1344,134,-1,2
1345,134,2,2
1346,134,29,2
1347,134,32,2
1348,134,56,2
1349,135,10,0
1350,135,38,1
1351,135,2,0
1352,135,35,1
1353,135,6,1
1354,135,61,1
1355,135,19,1
1356,135,23,0
1357,135,8,0
1358,135,0,1
1359,136,35,2
1360,136,-1,3
1361,136,33,3
1362,136,48,3
1363,136,25,3
1364,136,7,3
1365,136,32,3
1366,136,19,3
1367,136,21,3
1368,136,42,3
1369,137,8,2
1370,137,11,2
1371,137,35,2
1372,137,38,2
1373,137,17,2
1374,137,33,0
1375,137,27,0
1376,137,32,2
1377,137,0,2
1378,137,53,2
1379,138,33,3
1380,138,12,2
1381,138,0,3
1382,138,14,3
1383,138,40,3
1384,138,71,3
1385,138,26,3
1386,138,56,2
1387,138,53,3
1388,138,64,3
1389,139,8,0
1390,139,35,1
1391,139,10,1
1392,139,5,0
1393,139,26,1
1394,139,7,1
1395,139,39,0
1396,139,51,1
1397,139,29,1
1398,139,32,1
1399,140,22,3
1400,140,78,3
1401,140,35,2
1402,140,29,3
1403,140,42,3
1404,140,33,3
1405,140,52,3
1406,140,6,2
1407,140,18,2
1408,140,0,2
1409,141,13,2
1410,141,7,2
1411,141,50,2
1412,141,35,2
1413,141,14,2
1414,141,84,2
1415,141,20,2
1416,141,6,2
1417,141,19,2
1418,141,18,2
1419,142,75,0
1420,142,48,0
1421,142,54,0
1422,142,0,0
1423,142,88,1
1424,142,15,0
1425,142,42,0
1426,142,10,0
1427,142,29,0
1428,142,32,0
1429,143,14,0
1430,143,88,1
1431,143,35,1
1432,143,34,1
1433,143,32,1
1434,143,17,1
1435,143,15,1
1436,143,21,1
1437,143,0,1
1438,143,10,1
1439,144,-1,0
1440,144,30,0
1441,144,20,0
1442,144,6,0
1443,144,15,0
1444,144,37,0
1445,144,10,0
1446,144,29,0
1447,144,14,0
1448,144,27,0
1449,145,-1,1
1450,145,35,1
1451,145,38,1
1452,145,12,1
1453,145,74,1
1454,145,6,1
1455,145,0,1
1456,145,19,1
1457,145,2,1
1458,145,20,1
1459,146,13,3
1460,146,35,2
1461,146,0,3
1462,146,38,3
1463,146,-1,3
1464,146,75,3
1465,146,74,3
1466,146,45,3
1467,146,59,2
1468,146,2,3
1469,147,13,2
1470,147,38,3
1471,147,0,2
1472,147,49,2
1473,147,41,3
1474,147,18,2
1475,147,6,2
1476,147,33,3
1477,147,27,2
1478,147,20,2
1479,148,38,3
1480,148,53,2
1481,148,33,3
1482,148,32,3
1483,148,21,3
1484,148,41,2
1485,148,18,2
1486,148,51,2
1487,148,9,3
1488,148,49,3
1489,149,47,3
1490,149,14,2
1491,149,32,3
1492,149,10,3
1493,149,17,3
1494,149,39,3
1495,149,6,3
1496,149,33,3
1497,149,49,3
1498,149,61,3
1499,150,8,3
1500,150,34,3
1501,150,66,3
1502,150,23,3
1503,150,29,3
1504,150,12,3
1505,150,10,3
1506,150,0,2
1507,150,32,3
1508,150,86,3
1509,151,33,1
1510,151,54,0
1511,151,25,1
1512,151,23,0
1513,151,51,1
1514,151,35,1
1515,151,3,1
1516,151,41,1
1517,151,6,1
1518,151,0,1
1519,152,7,2
1520,152,8,2
1521,152,38,2
1522,152,39,2
1523,152,32,3
1524,152,25,2
1525,152,12,2
1526,152,19,2
1527,152,61,3
1528,152,49,3
1529,153,88,0
1530,153,54,1
1531,153,59,0
1532,153,51,0
1533,153,20,1
1534,153,19,0
1535,153,41,0
1536,153,32,0
1537,153,53,0
1538,153,18,0
1539,154,13,3
1540,154,1,3
1541,154,38,3
1542,154,7,3
1543,154,20,2
1544,154,21,3
1545,154,-1,3
1546,154,12,2
1547,154,59,2
1548,154,0,2
1549,155,54,2
1550,155,29,2
1551,155,23,3
1552,155,13,2
1553,155,37,2
1554,155,0,2
1555,155,20,2
1556,155,5,2
1557,155,33,3
1558,155,19,2
1559,156,88,1
1560,156,10,1
1561,156,61,1
1562,156,6,1
1563,156,20,1
1564,156,33,1
1565,156,59,1
1566,156,63,1
1567,156,58,1
1568,156,48,1
1569,157,78,2
1570,157,33,2
1571,157,32,3
1572,157,29,3
1573,157,10,3
1574,157,45,3
1575,157,0,2
1576,157,18,2
1577,157,23,2
1578,157,71,2
1579,158,63,0
1580,158,23,0
1581,158,17,0
1582,158,20,0
1583,158,21,0
1584,158,18,1
1585,158,40,1
1586,158,14,0
1587,158,6,1
1588,158,29,0
1589,159,14,0
1590,159,47,0
1591,159,10,1
1592,159,5,0
1593,159,39,1
1594,159,29,0
1595,159,19,1
1596,159,64,0
1597,159,56,1
1598,159,40,0
1599,160,14,2
1600,160,0,2
1601,160,41,3
1602,160,10,2
1603,160,6,2
1604,160,19,2
1605,160,7,2
1606,160,52,2
1607,160,33,2
1608,160,40,2
1609,161,14,0
1610,161,46,0
1611,161,13,0
1612,161,83,0
1613,161,25,0
1614,161,40,1
1615,161,29,0
1616,161,27,1
1617,161,6,0
1618,161,56,1
1619,162,35,2
1620,162,75,3
1621,162,38,3
1622,162,20,2
1623,162,33,3
1624,162,12,2
1625,162,39,2
1626,162,6,3
1627,162,52,3
1628,162,19,2
1629,163,87,3
1630,163,54,2
1631,163,13,3
1632,163,29,2
1633,163,56,2
1634,163,11,3
1635,163,18,3
1636,163,27,2
1637,163,28,2
1638,163,39,3
1639,164,45,0
1640,164,9,0
1641,164,0,1
1642,164,10,1
1643,164,41,0
1644,164,14,0
1645,164,53,0
1646,164,20,0
1647,164,33,0
1648,164,29,1
1649,165,23,2
1650,165,12,2
